Date,Label,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25,Document,promtop5,promtop5_bool
2008-08-27,1,0.0,0.0,-0.1,0.0,0.0,0.1875,0.0,-0.16666666666666666,-0.75,0.0,0.041212121212121214,0.049999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.16666666666666666,0.0,-0.014393939393939388,0.012499999999999999,Neutral
2008-08-28,1,-0.1,0.0,-0.0625,0.0,0.0,-0.1,0.0,0.0,0.20909090909090908,0.15,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.4,0.0,-0.1,0.0,0.0,0.5,-0.2318181818181818,-0.1,0.0019886363636363613,-0.0375,Neutral
2008-08-29,0,0.0,0.0,0.0,0.0,-0.1,-0.09444444444444443,-0.2333333333333333,-0.1,0.0,-0.09513888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.06401515151515152,-0.0611111111111111,Negativo
2008-09-02,0,-0.07500000000000001,0.03333333333333333,0.26666666666666666,0.0,0.0,0.0,-0.5,1.0,0.0,0.0,0.14444444444444446,0.0,0.0,0.0,0.0,0.0,-0.2,0.16666666666666666,0.0,-0.35,-0.075,0.0,0.0,0.0,-0.5499999999999999,-0.010493827160493822,-0.03928571428571429,Neutral
2008-09-03,1,0.2857142857142857,0.2,0.0,0.1,0.0,-0.1,0.0,-0.0625,0.0,-0.3666666666666667,-0.06666666666666667,-0.1,0.028787878787878782,0.0,0.0,0.05000000000000001,0.5,0.016666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.03280469530469532,0.06938775510204083,Positivo
2008-09-04,0,-0.4,-0.46875,0.1,0.0,-0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.25,0.0,-0.19999999999999998,0.0,0.05000000000000002,0.0,-0.5,0.0,0.13636363636363635,-0.0689033189033189,-0.06696428571428571,Negativo
2008-09-05,1,-0.041666666666666664,0.0,-0.25,-0.05,0.05,0.0,0.0,0.03333333333333333,0.16666666666666666,-0.0125,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.45,-0.1,0.05833333333333333,0.0,0.1,-0.13333333333333333,0.5,0.1,0.01727941176470588,-0.04166666666666667,Neutral
2008-09-08,1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.03181818181818183,-0.1625,-0.5,-0.07500000000000001,-0.15555555555555559,-0.1,0.0,0.0,0.0,0.0,0.0,-1.0,-0.06666666666666667,0.0,0.0,-0.11731601731601733,0.028571428571428574,Neutral
2008-09-09,0,-0.04444444444444445,0.0,-0.625,0.0,0.5,0.0,0.0,0.0,-0.5,0.0,0.0,-0.05625000000000001,0.0,0.0,0.8,-0.5,-0.14999999999999994,-0.2,0.175,0.0,-0.4,0.0,-0.325,0.13636363636363635,-0.025,-0.037539184952978054,-0.024206349206349214,Neutral
2008-09-10,1,0.0,0.1,0.0,-0.04999999999999999,0.2,0.0,-1.0,0.0,0.19642857142857142,0.0,-1.0,0.0,-0.25,0.0,0.0,0.5,0.0,0.25,0.8,0.0,0.0,0.0,-0.375,0.0,0.0,0.04845864661654135,-0.10714285714285714,Negativo
2008-09-11,1,0.13333333333333333,-0.13392857142857145,0.0,0.0,0.10714285714285714,0.0,-0.2,0.0,0.4,0.0,0.0,0.0,-0.010714285714285718,0.0,0.5,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.21428571428571427,0.0,0.05112781954887218,-0.013350340136054429,Neutral
2008-09-12,0,0.0,0.0,-0.8,0.0,-0.1,0.16666666666666666,0.0,-0.08333333333333333,0.0,0.0,0.19318181818181818,0.0,0.0,0.0,0.35,0.004166666666666652,0.0,-0.25,0.0,0.21428571428571427,0.13636363636363635,0.0,-0.03333333333333333,0.0,0.15,-0.03785559678416822,-0.10476190476190476,Negativo
2008-09-15,0,0.0,0.6,0.0,0.0,0.0,-0.30000000000000004,-0.125,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,-0.13333333333333333,0.0,0.0,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.04754464285714287,0.02499999999999999,Neutral
2008-09-16,1,-0.16666666666666666,0.0,-0.21666666666666665,0.0,-0.44999999999999996,-0.06666666666666667,0.0,0.0,-0.1,0.0,0.0,-0.1,0.2287878787878788,0.0,-0.3,0.0,0.0,-0.1,0.0,0.0,-0.30000000000000004,-0.2,0.18222222222222223,0.0,0.0,-0.07610101010101011,-0.12857142857142856,Negativo
2008-09-17,0,-0.2,-0.4,0.0,0.0,0.0,0.0,0.1,-0.15000000000000002,0.0,0.0,0.0,0.0,0.10587121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,-0.3,-0.2,-0.3499999999999999,-0.0770933014354067,-0.07142857142857144,Negativo
2008-09-18,1,-0.7142857142857143,0.0,0.0,0.5,0.0,0.5,0.0,0.0,-0.3575,0.25416666666666665,0.0,-0.7142857142857143,0.25,-0.15555555555555559,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0019642857142857153,0.04081632653061224,Neutral
2008-09-19,1,0.0,0.0,0.0,0.0,-0.1,0.0,0.3,0.0,-0.1,0.5,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.78125,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.00625,0.02857142857142857,Neutral
2008-09-22,0,0.0,0.0,0.29545454545454547,0.25,0.0,-0.2642857142857143,-0.15555555555555559,0.0,0.0,-0.22083333333333335,0.0,0.0,0.0,0.0,-0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007245069745069741,0.017944753659039362,Neutral
2008-09-23,0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.7,0.0,0.0,0.0,0.0,-0.1,0.05,-0.4,0.0,0.16666666666666666,0.0,-0.4,0.0,-0.1,0.0,0.0,-0.1,-0.1166666666666667,-0.028571428571428574,Neutral
2008-09-24,0,0.05,-0.075,0.0,-0.02777777777777779,-0.5,0.0,0.0,0.35714285714285715,-0.15833333333333335,0.0,-0.1277777777777778,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.14583333333333331,0.0,0.0,-0.6,-0.13389355742296918,-0.07896825396825398,Negativo
2008-09-25,1,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.1,0.0,0.0,0.0,-0.06666666666666667,0.0,0.0,0.13636363636363635,-0.10000000000000003,0.0,0.1,0.0,0.0,0.0,-0.03925619834710743,0.08571428571428573,Positivo
2008-09-26,1,0.0,0.3333333333333333,0.0,0.0,0.13636363636363635,0.0,0.0,-0.1,-0.8,0.0,0.1,0.4166666666666667,0.0,-0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04188311688311686,0.06709956709956709,Positivo
2008-09-29,0,0.0,0.0,0.002272727272727271,-0.02499999999999998,0.0,-0.06666666666666668,0.0,-0.10000000000000002,0.0,0.19801587301587298,-0.4,0.0,0.13636363636363635,0.0,0.0,0.0,0.4166666666666667,0.0,0.2,0.0,0.0,0.21818181818181817,0.0,0.0,0.0,0.038160173160173165,-0.012770562770562769,Neutral
2008-09-30,1,0.06818181818181818,-0.125,0.0,-0.041666666666666664,-0.04999999999999999,0.0,0.0,0.0,0.2,0.0,-0.2,0.0,0.075,-0.2,0.0,0.0,-0.25833333333333336,0.5952380952380952,0.0,0.1,0.4375,0.0,0.0,0.5,0.13636363636363635,0.09199134199134198,-0.02121212121212121,Neutral
2008-10-01,0,0.23333333333333336,0.6,0.0,0.0,0.24444444444444446,0.2,0.0,0.8,-0.2,0.35,0.13636363636363635,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-0.053409090909090934,0.0,-0.10000000000000002,0.14837261503928165,0.18253968253968256,Positivo
2008-10-02,0,0.0,0.0,0.2333333333333333,0.0,-0.13333333333333333,0.0,0.3,0.06666666666666667,0.0,0.2,0.05000000000000002,0.0,0.41666666666666663,0.11818181818181818,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.43333333333333335,0.15650252525252525,0.05714285714285714,Positivo
2008-10-03,0,0.0,0.0,0.0,0.06666666666666667,0.3,0.0,0.0,0.13636363636363635,-0.6,0.3666666666666667,-1.0,0.0,0.0,-0.5,0.25,0.0,0.0,0.0,0.13636363636363635,-0.1,-0.25,-0.16666666666666666,0.6,-0.25,0.21428571428571427,-0.06677334570191713,0.052380952380952375,Positivo
2008-10-06,0,0.37878787878787873,-0.15,-0.1,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.1,0.0,-0.4,0.0,-0.025,0.07694334650856391,0.01839826839826839,Neutral
2008-10-07,0,0.4166666666666667,-0.2,-0.26666666666666666,0.0,-0.09111111111111111,-0.2,0.0,-0.5,0.13636363636363635,-0.2,0.06818181818181818,0.2,0.13636363636363635,0.0,-0.03333333333333333,0.0,0.0,0.2,-0.11666666666666665,0.0,0.0,-0.19444444444444448,-0.3,0.0,0.0,-0.05884652981427174,-0.048730158730158735,Neutral
2008-10-08,0,0.2,0.06818181818181818,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,-0.1,0.057407407407407414,0.0,-0.26666666666666666,0.16666666666666666,0.0,-0.1,-0.08333333333333333,0.0,0.0,0.0,0.0,-0.18787878787878787,0.0,0.022497704315886144,0.08116883116883115,Positivo
2008-10-09,0,-0.6,-0.04000000000000001,-0.1,0.0,0.0,0.04545454545454545,-0.49333333333333335,0.0,0.08333333333333333,0.1,0.0,0.0,0.0,-0.20000000000000004,0.0,0.0,0.06818181818181818,0.0,0.1,0.0,0.0,0.0,-0.25,0.0,0.0,-0.08636363636363636,-0.1696969696969697,Negativo
2008-10-10,0,-0.18571428571428572,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,-0.5,0.2,0.0,0.08333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.002510822510822509,-0.02653061224489796,Neutral
2008-10-13,1,0.4,0.3,0.0,0.0,0.0,0.0,-0.2,0.0,0.13636363636363635,0.0,0.0,0.1,-0.19444444444444448,0.11666666666666668,0.0,0.0,0.075,0.0,0.06818181818181818,-0.15555555555555559,-0.16666666666666666,0.0,0.0,0.0,0.2,0.11323002754820935,0.07142857142857142,Positivo
2008-10-14,0,0.0,0.012499999999999997,0.0,0.13636363636363635,0.3333333333333333,0.0,0.13636363636363635,0.09943181818181818,0.0,0.0,0.0,0.0,-0.17500000000000002,0.8,0.7083333333333334,0.0,0.07083333333333333,0.0,0.0,-0.46875,0.0,0.0,0.0,0.0,0.025000000000000005,0.09201631701631705,0.08836580086580086,Positivo
2008-10-15,0,0.13636363636363635,0.5,-0.18181818181818182,0.06818181818181818,0.0,0.0,-0.9,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.5,0.0,0.08,0.022132034632034628,-0.0538961038961039,Negativo
2008-10-16,1,0.0,0.10416666666666667,0.0,-0.2,0.1,0.08333333333333333,-0.07142857142857142,0.0,-0.19444444444444445,0.0,0.0,0.2,-0.1,0.0,0.375,0.0,0.0,-0.2,-0.25,0.0,0.0,0.0,0.0,0.3,0.0,-0.013808054085831866,0.0022959183673469385,Neutral
2008-10-17,0,-0.125,0.0,0.5,0.1,-0.13571428571428573,0.0,0.16,-0.5125,0.033333333333333326,0.0,0.0,0.0,0.13636363636363635,0.13636363636363635,0.06666666666666667,0.3333333333333333,0.3125,0.0,0.2,0.0,0.0,-0.15000000000000002,0.0,0.15,0.0,0.025109828443161772,0.07132653061224489,Positivo
2008-10-20,1,0.0,0.26666666666666666,-0.3333333333333333,0.35,-0.25,0.17045454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,-0.13333333333333333,0.08333333333333333,0.06818181818181818,0.2,0.12500000000000003,0.0,0.0,0.20000000000000004,0.0,0.0,0.10064242424242426,0.02911255411255411,Neutral
2008-10-21,0,0.0,0.04999999999999999,0.11212121212121212,0.3,0.3,0.0,0.4375,0.0,-0.2,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,-0.3,-0.3,0.0,-0.3,-0.05000000000000002,0.0,0.0,0.0,0.0,0.2,0.009583158776707157,0.17137445887445887,Positivo
2008-10-22,0,0.3,0.1604761904761905,0.5,0.0,-0.15,0.05,0.09999999999999999,0.0,0.06818181818181818,0.0,-0.15,0.5,0.0,0.0,0.0,0.49642857142857144,0.0,0.0,0.0,0.0,0.06666666666666667,0.15,0.0625,0.0,0.0,0.11324117801390529,0.13721088435374149,Positivo
2008-10-23,1,0.03333333333333333,0.23750000000000004,-0.15558441558441558,0.03333333333333333,0.2,0.0,-0.0625,0.0,0.0,-0.2,-0.5,0.0,-0.1,-0.05,0.4166666666666667,0.0,0.0,0.0,-1.0,0.0,0.0,0.27,0.0,0.0,-0.3499999999999999,-0.036996076839826836,0.04086889301175017,Neutral
2008-10-24,0,0.0,0.0,0.16666666666666669,0.0,-0.5,0.2,-0.2,0.0,0.0,-0.0625,-1.0,0.0,0.0,0.0,0.15,0.0,0.0,-0.025,-0.5,-0.16666666666666666,-0.15555555555555559,0.0,-0.10000000000000002,0.0,0.0,-0.07833333333333335,-0.047619047619047616,Neutral
2008-10-27,0,0.0,0.45,0.0,-0.5,0.8,0.0,0.0,0.0,-0.0625,0.11666666666666668,0.2333333333333333,-0.1,-0.5,0.0,0.17410714285714285,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.7666666666666666,0.02500000000000001,-0.05500541125541126,0.10714285714285714,Positivo
2008-10-28,1,-0.3,0.024999999999999994,0.0,-0.3,-0.1625,-0.4666666666666667,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.3,0.9375,0.1,0.8,0.0,0.0,0.0,0.0,-0.2,0.8,-0.6,-0.07420634920634918,-0.17202380952380952,Negativo
2008-10-29,0,0.225,-0.8,-0.2,0.06666666666666667,0.0,-0.06666666666666667,0.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.25,0.0,0.0,-0.15555555555555559,0.13636363636363635,-0.2,0.35,0.0,0.0,0.0,-0.3,0.03276515151515152,-0.11071428571428574,Negativo
2008-10-30,1,0.0,0.0,-0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-0.45,-0.15555555555555559,-0.5,0.02500000000000001,0.0,-0.1,0.0,-0.15000000000000002,0.1,-1.0,0.0,0.0,0.1,-0.0625,0.03333333333333333,-0.146031746031746,0.028571428571428574,Neutral
2008-10-31,1,0.0,0.0,-0.3333333333333333,-0.07500000000000001,0.0,0.4,-0.1,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,-0.30000000000000004,0.0,0.4000000000000001,0.0625,0.0,-0.07500000000000001,-0.0016888812941444561,-0.015476190476190473,Neutral
2008-11-03,0,0.0,0.1,-0.5,0.3181818181818182,0.0,-0.05,0.0,-0.15,0.0031250000000000028,-0.051851851851851864,0.0,0.1,0.0,-0.2,-0.06666666666666667,0.0,0.0,0.0,-0.3166666666666667,0.25,0.0,0.06818181818181818,0.0,0.0,0.15,-0.01659382284382284,-0.018831168831168834,Neutral
2008-11-04,1,0.0,0.13333333333333333,-0.125,0.0,-0.16666666666666666,0.0,-0.25,0.25,0.1,0.0,0.0,-0.3,0.0,-0.225,0.0,0.0,0.033333333333333326,0.1,-0.6,0.11111111111111112,0.55,-0.2,-0.1,0.0,0.0,-0.014444444444444446,-0.058333333333333334,Negativo
2008-11-05,0,0.0,0.11666666666666665,0.0,0.09285714285714283,0.0,0.0,-0.2,0.0,-0.5,-0.3,0.25,0.0,-0.05,0.13636363636363635,0.0,0.0,0.0,0.0,-0.037500000000000006,0.25,-0.21,0.0,0.7,0.0,0.6,-0.048471706864564014,0.00136054421768707,Neutral
2008-11-06,0,-0.25,0.0,0.2,0.0,0.00416666666666667,-0.5,0.0,0.0,0.4000000000000001,-0.3,0.0,0.1,0.0,0.21354166666666666,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.15,0.002500000000000006,-0.07797619047619046,Negativo
2008-11-07,1,0.0,0.31212121212121213,0.0,0.0,0.45833333333333337,-0.4444444444444444,0.13636363636363635,0.0,0.0,0.0,-0.1,0.0,0.0,-0.3888888888888889,0.0,0.0,0.25,0.4,0.13636363636363635,0.16,0.0,-0.1,-0.2,-0.40714285714285714,0.13636363636363635,0.026366260002623623,0.06605339105339106,Positivo
2008-11-10,0,0.0,0.0,-0.2,0.7,0.0,0.15075757575757576,0.0,-0.3,0.0,0.8,0.1,0.03333333333333333,0.0,0.15,0.0,0.0,0.0,0.0,0.0,-0.1125,-0.07142857142857142,0.0,0.0,0.0,0.0,0.040746753246753246,0.09296536796536795,Positivo
2008-11-11,0,0.0,0.033333333333333326,0.0,0.0,-0.8,0.0,0.07500000000000001,0.0,0.0,0.0,0.0,-0.1,0.0,-0.5,0.0,0.0,0.0,0.0,0.13636363636363635,-0.13333333333333333,0.1,0.1,0.1,0.16,-0.2,-0.050129870129870135,-0.0988095238095238,Negativo
2008-11-12,0,-0.35,-0.2,0.0,0.25,0.0,0.0,0.4,-0.2,0.0,0.25,0.11666666666666665,-0.4000000000000001,-0.016666666666666677,0.09583333333333333,0.0,-0.5,0.1,0.0625,0.0,0.0,0.0909090909090909,-0.25,0.0,0.0,0.0,-0.0371590909090909,0.014285714285714282,Neutral
2008-11-13,1,0.44999999999999996,0.0,-0.051851851851851864,0.0,0.0,-0.15555555555555559,-0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30000000000000004,0.0,-0.23392857142857143,0.0,-0.15000000000000002,0.0,0.0,0.0,0.3,0.0,-0.005714285714285722,0.015608465608465596,Neutral
2008-11-14,0,0.0,-0.03333333333333333,0.0,-0.15000000000000002,0.0625,0.0,0.0,-0.16666666666666666,0.0,0.0,0.0,0.025,-0.0625,-0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.4,0.0,-0.3,-0.08958333333333333,-0.017261904761904763,Neutral
2008-11-17,0,0.13333333333333333,0.0,0.21484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,-0.125,0.0,0.047619047619047616,0.0,0.0,0.03333333333333333,0.0,0.0875,0.0711697722567288,0.04973958333333333,Neutral
2008-11-18,1,-0.1,-0.08806818181818182,-0.05,0.0,0.8,-0.5,0.0,0.0,-0.025,0.0,0.08333333333333334,0.09523809523809523,-0.2,0.0,0.0,0.0,0.0,0.05000000000000002,0.15000000000000002,-0.25,0.0,0.04999999999999999,-0.5,0.25,0.0,-0.02610650843409464,0.008847402597402607,Neutral
2008-11-19,0,-0.125,0.0,-0.35,0.16666666666666666,0.0,0.0,0.7,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.02,0.05595238095238094,Positivo
2008-11-20,0,0.0,0.0,0.5,0.0,0.0,-0.3513888888888889,0.0,0.78125,0.5625,0.0,-0.10000000000000002,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032708333333333325,0.021230158730158728,Neutral
2008-11-21,1,0.0,0.0,-0.03272727272727274,0.0,0.0,0.0,0.05,0.0,0.5,-0.1,0.0,-0.06666666666666667,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,-0.07500000000000001,-0.0025454545454545474,0.0024675324675324664,Neutral
2008-11-24,1,0.0,0.1625,0.0,0.0,0.10450000000000001,0.0,0.0,0.0,-0.05,0.0,0.05000000000000002,0.25,0.0,0.0,0.0,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,-0.2,0.5,0.0,0.06282608695652174,0.038142857142857145,Neutral
2008-11-25,1,0.0,0.0,0.2148148148148148,0.0,0.10000000000000002,0.0,0.0,-0.2,0.0,0.0,0.35,0.0,0.0,0.0,-0.07500000000000001,-0.1,0.0,-0.15555555555555559,0.05,0.0,-0.2,0.0,0.0,0.0,0.0,0.03478260869565219,0.04497354497354498,Neutral
2008-11-26,1,0.13636363636363635,0.0,-0.2,0.0,0.1,0.0,0.0,0.35,0.0,0.0,0.0,0.0,-0.1125,0.0,0.0,0.4000000000000001,-0.2,0.0,0.03333333333333333,0.0,0.0,-0.2,0.0,0.4,0.0,0.0460868079289132,0.005194805194805192,Neutral
2008-11-28,1,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.0,0.2,-0.2333333333333333,0.0,0.0,-0.5,0.2,0.0,-0.024999999999999994,0.0,-0.1875,0.0,-0.8,0.0,0.0,0.0,0.5,0.0,-0.04642857142857144,-0.08162525879917185,0.015873015873015876,Neutral
2008-12-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.3666666666666667,0.0,0.5,0.0,-0.4,0.0,0.0,0.0,0.23333333333333336,0.0,0.0,0.0,0.0,0.05476190476190477,0.0,Neutral
2008-12-02,1,-0.30000000000000004,0.0,0.0,0.0,0.2041666666666667,0.5,0.005681818181818177,0.0,0.0,-0.186,0.0,0.0,0.1875,0.0,0.0,0.0,0.2556818181818182,-0.15,0.0,0.0,0.0,0.0,0.0,-0.2,0.21666666666666667,0.015726227795193313,0.05854978354978355,Positivo
2008-12-03,1,0.25,0.375,0.0,-0.19375,-0.26666666666666666,-0.17,-0.4,0.0,0.0,0.0,0.0,0.5,-0.4,0.0,0.2,-0.5,0.0,0.0,0.0,0.0,0.0,-0.125,0.0,0.5,0.0,-0.05336538461538461,-0.057916666666666665,Negativo
2008-12-04,0,0.0,0.25,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15555555555555559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,0.2,0.030000000000000006,-0.03571428571428571,Neutral
2008-12-05,1,-0.45000000000000007,0.0,0.0,0.0,0.08333333333333333,0.35714285714285715,0.0,0.125,-0.5,0.2,-0.13333333333333333,0.0,0.16,0.25,0.0,-0.125,-0.2,0.125,0.0,0.0,-0.25,0.0,0.0,-0.05,0.0,-0.016299603174603175,-0.0013605442176870858,Neutral
2008-12-08,1,0.0,0.25,0.0,-0.35,0.03333333333333333,0.0,0.0,0.0625,0.25,0.1,0.0,0.1,0.0,0.0,0.05,0.2,0.0,0.0,-0.1,0.0,0.21875,0.0,0.13636363636363635,-0.2,0.0,0.07077922077922076,-0.009523809523809521,Neutral
